"�..Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Access.Date","Pages","Num.Pages","Issue","Volume","Number.Of.Volumes","Journal.Abbreviation","Short.Title","Series","Series.Number","Series.Text","Series.Title","Publisher","Place","Language","Rights","Type","Archive","Archive.Location","Library.Catalog","Call.Number","Extra","Notes","File.Attachments","Link.Attachments","Manual.Tags","Automatic.Tags","Editor","Series.Editor","Translator","Contributor","Attorney.Agent","Book.Author","Cast.Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed.Author","Scriptwriter","Words.By","Guest","Number","Edition","Running.Time","Scale","Medium","Artwork.Size","Filing.Date","Application.Number","Assignee","Issuing.Authority","Country","Meeting.Name","Conference.Name","Court","References","Reporter","Legal.Status","Priority.Numbers","Programming.Language","Version","System","Code","Code.Number","Section","Session","Committee","History","Legislative.Body","Cat","Score"
"LNL52FZ6","journalArticle",2011,"Burke, Ryan J.; Fitzsimmons, Jay M.; Kerr, Jeremy T.","A mobility index for Canadian butterfly species based on naturalists’ knowledge","Biodiversity and Conservation","","0960-3115, 1572-9710","10.1007/s10531-011-0088-y","http://link.springer.com/10.1007/s10531-011-0088-y","","2011-09","2020-08-14 17:23:12","2020-08-18 03:38:39","2020-08-14 17:23:12","2273-2295",NA,"10","20",NA,"Biodivers Conserv","",NA,NA,NA,NA,"","","en","",NA,NA,NA,"DOI.org (Crossref)","","","<p>1 not relevant</p>","",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals","<p>1 not relevant</p>"
"5QFTIAJE","journalArticle",2020,"Pascual-Rico, Roberto; Sánchez-Zapata, José Antonio; Navarro, Joan; Eguía, Sergio; Anadón, José Daniel; Botella, Francisco","Ecological niche overlap between co-occurring native and exotic ungulates: insights for a conservation conflict","Biological Invasions","","1387-3547, 1573-1464","10.1007/s10530-020-02265-x","http://link.springer.com/10.1007/s10530-020-02265-x","","2020-08","2020-08-14 17:23:09","2020-08-14 17:23:09","2020-08-14 17:23:09","2497-2508",NA,"8","22",NA,"Biol Invasions","Ecological niche overlap between co-occurring native and exotic ungulates",NA,NA,NA,NA,"","","en","",NA,NA,NA,"DOI.org (Crossref)","","","<p>1 - translocation discussion only TS</p>","",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals","<p>1 - translocation discussion only TS</p>"
"STRZM4GH","journalArticle",2007,"Jones, Menna E.; Jarman, Peter J.; Lees, Caroline M.; Hesterman, Heather; Hamede, Rodrigo K.; Mooney, Nick J.; Mann, Dydee; Pukk, Chrissy E.; Bergfeld, Jemma; McCallum, Hamish","Conservation Management of Tasmanian Devils in the Context of an Emerging, Extinction-threatening Disease: Devil Facial Tumor Disease","EcoHealth","","1612-9202, 1612-9210","10.1007/s10393-007-0120-6","http://link.springer.com/10.1007/s10393-007-0120-6","","2007-10-03","2020-08-14 17:23:05","2020-08-18 03:38:40","2020-08-14 17:23:05","326-337",NA,"3","4",NA,"EcoHealth","Conservation Management of Tasmanian Devils in the Context of an Emerging, Extinction-threatening Disease",NA,NA,NA,NA,"","","en","",NA,NA,NA,"DOI.org (Crossref)","","","<p>2 considering AM for disease management but not climate change</p>","",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals","<p>2 considering AM for disease management but not climate change</p>"
"7G3I5HT5","journalArticle",2016,"Tainio, Anna; Heikkinen, Risto K.; Heliölä, Janne; Hunt, Alistair; Watkiss, Paul; Fronzek, Stefan; Leikola, Niko; Lötjönen, Sanna; Mashkina, Olga; Carter, Timothy R.","Conservation of grassland butterflies in Finland under a changing climate","Regional Environmental Change","","1436-3798, 1436-378X","10.1007/s10113-014-0684-y","http://link.springer.com/10.1007/s10113-014-0684-y","","2016-01","2020-08-14 17:22:29","2020-08-14 17:22:29","2020-08-14 17:22:29","71-84",NA,"1","16",NA,"Reg Environ Change","",NA,NA,NA,NA,"","","en","",NA,NA,NA,"DOI.org (Crossref)","","","<p>1 - ""adaption"" in the papers refers to management strategy TS</p> <p> </p>","C:\Users\trase\Zotero\storage\TYEKVW5J\Tainio et al. - 2016 - Conservation of grassland butterflies in Finland u.pdf",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals","<p>1 - ""adaption"" in the papers refers to management strategy TS</p> <p> </p>"
"XCPA6AE3","journalArticle",2019,"Daly, Jacob A.; Buhlmann, Kurt A.; Todd, Brian D.; Moore, Clinton T.; Peaden, J. Mark; Tuberville, Tracey D.","Survival and movements of head‐started Mojave desert tortoises","The Journal of Wildlife Management","","0022-541X, 1937-2817","10.1002/jwmg.21758","https://onlinelibrary.wiley.com/doi/abs/10.1002/jwmg.21758","","2019-11","2020-08-14 17:21:47","2020-08-18 03:38:39","2020-08-14 17:21:47","1700-1710",NA,"8","83",NA,"Jour. Wild. Mgmt.","",NA,NA,NA,NA,"","","en","",NA,NA,NA,"DOI.org (Crossref)","","","<p>1 no genetics</p>","",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals","<p>1 no genetics</p>"
"IGGZIR6I","journalArticle",2015,"Michaelides, Sozos; Cole, Nik; Funk, Stephan M.","Translocation retains genetic diversity of a threatened endemic reptile in Mauritius","Conservation Genetics","","1566-0621, 1572-9737","10.1007/s10592-014-0691-z","http://link.springer.com/10.1007/s10592-014-0691-z","","2015-06","2020-08-14 17:23:46","2020-08-14 17:23:46","2020-08-14 17:23:46","661-672",NA,"3","16",NA,"Conserv Genet","",NA,NA,NA,NA,"","","en","",NA,NA,NA,"DOI.org (Crossref)","","","<p>2 - translocation with genetics, but not CC focused TS</p>","",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals","<p>2 - translocation with genetics, but not CC focused TS</p>"
"JUXGZXCV","journalArticle",2013,"Woolaver, Lance G.; Nichols, Rina K.; Morton, Eugene S.; Stutchbury, Bridget J. M.","Population genetics and relatedness in a critically endangered island raptor, Ridgway’s Hawk Buteo ridgwayi","Conservation Genetics","","1566-0621, 1572-9737","10.1007/s10592-013-0444-4","http://link.springer.com/10.1007/s10592-013-0444-4","","2013-06","2020-08-14 17:23:41","2020-08-14 17:23:41","2020-08-14 17:23:41","559-571",NA,"3","14",NA,"Conserv Genet","",NA,NA,NA,NA,"","","en","",NA,NA,NA,"DOI.org (Crossref)","","","<p>2 - give rec. in discussion plan from microsat work, no climate change link TS</p>","",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals","<p>2 - give rec. in discussion plan from microsat work, no climate change link TS</p>"
"TKQKLA5E","journalArticle",2011,"Wilson, Robert J.; Maclean, Ilya M. D.","Recent evidence for the climate change threat to Lepidoptera and other insects","Journal of Insect Conservation","","1366-638X, 1572-9753","10.1007/s10841-010-9342-y","http://link.springer.com/10.1007/s10841-010-9342-y","","2011-04","2020-08-14 17:24:15","2020-08-14 17:24:15","2020-08-14 17:24:15","259-268",NA,"1-2","15",NA,"J Insect Conserv","",NA,NA,NA,NA,"","","en","",NA,NA,NA,"DOI.org (Crossref)","","","<p>1 - TS</p>","",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals","<p>1 - TS</p>"
"PG74AUNG","journalArticle",2019,"Mathur, Samarth; Tomeček, John M.; Heniff, Ashlyn; Luna, Ryan; DeWoody, J. Andrew","Evidence of genetic erosion in a peripheral population of a North American game bird: the Montezuma quail (Cyrtonyx montezumae)","Conservation Genetics","","1566-0621, 1572-9737","10.1007/s10592-019-01218-9","http://link.springer.com/10.1007/s10592-019-01218-9","","2019-12","2020-08-14 17:23:59","2020-08-14 17:23:59","2020-08-14 17:23:59","1369-1381",NA,"6","20",NA,"Conserv Genet","Evidence of genetic erosion in a peripheral population of a North American game bird",NA,NA,NA,NA,"","","en","",NA,NA,NA,"DOI.org (Crossref)","","","<p>2 - genomics but no real climate change discussion, rec against translocation TS</p>","",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals","<p>2 - genomics but no real climate change discussion, rec against translocation TS</p>"
"JSDUUNB9","journalArticle",2018,"Völler, Eva; Boutaud, Estève; Assmann, Thorsten","The pace of range expansion: a long-term study on the flightless ground beetle Carabus hortensis (Coleoptera: Carabidae)","Journal of Insect Conservation","","1366-638X, 1572-9753","10.1007/s10841-017-0043-7","http://link.springer.com/10.1007/s10841-017-0043-7","","2018-02","2020-08-14 17:24:31","2020-08-14 17:24:31","2020-08-14 17:24:31","163-169",NA,"1","22",NA,"J Insect Conserv","The pace of range expansion",NA,NA,NA,NA,"","","en","",NA,NA,NA,"DOI.org (Crossref)","","","<p>1 - discuss another paper that used genetics and tie to their work, TS</p>","",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals","<p>1 - discuss another paper that used genetics and tie to their work, TS</p>"
"Z2QRUB7W","journalArticle",2004,"Schaub, Michael; Pradel, Roger; Lebreton, Jean-Dominique","Is the reintroduced white stork (Ciconia ciconia) population in Switzerland self-sustainable?","Biological Conservation","","00063207","10.1016/j.biocon.2003.11.002","https://linkinghub.elsevier.com/retrieve/pii/S0006320703004312","","2004-09","2020-08-14 17:25:28","2020-08-14 17:25:28","2020-08-14 17:25:28","105-114",NA,"1","119",NA,"Biological Conservation","",NA,NA,NA,NA,"","","en","",NA,NA,NA,"DOI.org (Crossref)","","","<p>1 - TS</p>","",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals","<p>1 - TS</p>"
"UIS9TZEX","journalArticle",2018,"Robinson, Jacqueline A.; Brown, Caitlin; Kim, Bernard Y.; Lohmueller, Kirk E.; Wayne, Robert K.","Purging of Strongly Deleterious Mutations Explains Long-Term Persistence and Absence of Inbreeding Depression in Island Foxes","Current Biology","","09609822","10.1016/j.cub.2018.08.066","https://linkinghub.elsevier.com/retrieve/pii/S0960982218311941","","2018-11","2020-08-14 17:26:30","2020-08-14 17:26:30","2020-08-14 17:26:30","3487-3494.e4",NA,"21","28",NA,"Current Biology","",NA,NA,NA,NA,"","","en","",NA,NA,NA,"DOI.org (Crossref)","","","<p>2 - take home from models is that AGW may be bad, had genomic data, not climate focused ts</p>","C:\Users\trase\Zotero\storage\BC8KS8CM\Robinson et al. - 2018 - Purging of Strongly Deleterious Mutations Explains.pdf",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals","<p>2 - take home from models is that AGW may be bad, had genomic data, not climate focused ts</p>"
"4B2W4GGR","journalArticle",2020,"Skikne, Sarah A.; Borker, Abraham L.; Terrill, Ryan S.; Zavaleta, Erika","Predictors of past avian translocation outcomes inform feasibility of future efforts under climate change","Biological Conservation","","00063207","10.1016/j.biocon.2020.108597","https://linkinghub.elsevier.com/retrieve/pii/S0006320719317707","","2020-07","2020-08-14 17:26:24","2020-08-14 17:26:24","2020-08-14 17:26:24","108597",NA,"","247",NA,"Biological Conservation","",NA,NA,NA,NA,"","","en","",NA,NA,NA,"DOI.org (Crossref)","","","<p>2 - translocation study, but didn't do the genetics on their own... compared to existing phylogenetics for their models so may not be relevant. would like second opinion ts</p>","C:\Users\trase\Zotero\storage\BT5AC73Z\Skikne et al. - 2020 - Predictors of past avian translocation outcomes in.pdf",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals","<p>2 - translocation study, but didn't do the genetics on their own... compared to existing phylogenetics for their models so may not be relevant. would like second opinion ts</p>"
"ZIP4ZWQN","journalArticle",2017,"Rytteri, Susu; Kuussaari, Mikko; Saastamoinen, Marjo; Ovaskainen, Otso","Can we predict the expansion rate of a translocated butterfly population based on a priori estimated movement rates?","Biological Conservation","","00063207","10.1016/j.biocon.2017.09.018","https://linkinghub.elsevier.com/retrieve/pii/S0006320717310698","","2017-11","2020-08-14 17:26:21","2020-08-14 17:26:21","2020-08-14 17:26:21","189-195",NA,"","215",NA,"Biological Conservation","",NA,NA,NA,NA,"","","en","",NA,NA,NA,"DOI.org (Crossref)","","","<p>1 - no genetics, ts</p>","",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals","<p>1 - no genetics, ts</p>"
"YR62XJ93","journalArticle",2016,"Payne, Benjamin Luke; Bro-Jørgensen, Jakob","A framework for prioritizing conservation translocations to mimic natural ecological processes under climate change: A case study with African antelopes","Biological Conservation","","00063207","10.1016/j.biocon.2016.07.018","https://linkinghub.elsevier.com/retrieve/pii/S0006320716302828","","2016-09","2020-08-14 17:26:12","2020-08-14 17:26:12","2020-08-14 17:26:12","230-236",NA,"","201",NA,"Biological Conservation","A framework for prioritizing conservation translocations to mimic natural ecological processes under climate change",NA,NA,NA,NA,"","","en","",NA,NA,NA,"DOI.org (Crossref)","","","<p>1 - no genetics TS</p>","C:\Users\trase\Zotero\storage\F7MZHEGZ\Payne and Bro-Jørgensen - 2016 - A framework for prioritizing conservation transloc.pdf",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals","<p>1 - no genetics TS</p>"
"SJQZHA2Y","journalArticle",2015,"Kuussaari, Mikko; Heikkinen, Risto K.; Heliölä, Janne; Luoto, Miska; Mayer, Marianne; Rytteri, Susu; von Bagh, Peter","Successful translocation of the threatened Clouded Apollo butterfly (Parnassius mnemosyne) and metapopulation establishment in southern Finland","Biological Conservation","","00063207","10.1016/j.biocon.2015.05.011","https://linkinghub.elsevier.com/retrieve/pii/S0006320715002062","","2015-10","2020-08-14 17:26:03","2020-08-18 03:38:40","2020-08-14 17:26:03","51-59",NA,"","190",NA,"Biological Conservation","",NA,NA,NA,NA,"","","en","",NA,NA,NA,"DOI.org (Crossref)","","","<p>1 Did AM and picked 4 source pops to maximize genetic diversity but didn't measure diversity before or after</p>","",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals","<p>1 Did AM and picked 4 source pops to maximize genetic diversity but didn't measure diversity before or after</p>"
"3UDZX7BQ","journalArticle",2012,"Sáenz-Romero, Cuauhtémoc; Rehfeldt, Gerald E.; Duval, Pierre; Lindig-Cisneros, Roberto A.","Abies religiosa habitat prediction in climatic change scenarios and implications for monarch butterfly conservation in Mexico","Forest Ecology and Management","","03781127","10.1016/j.foreco.2012.03.004","https://linkinghub.elsevier.com/retrieve/pii/S0378112712001284","","2012-07","2020-08-14 17:27:02","2020-08-14 17:27:02","2020-08-14 17:27:02","98-106",NA,"","275",NA,"Forest Ecology and Management","",NA,NA,NA,NA,"","","en","",NA,NA,NA,"DOI.org (Crossref)","","","<p>1 - no genetics ts</p>","",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals","<p>1 - no genetics ts</p>"
"69WCBKPH","journalArticle",2000,"Martin, Robert D.","Origins, Diversity and Relationships of Lemurs","International Journal of Primatology","","01640291","10.1023/A:1005563113546","http://link.springer.com/10.1023/A:1005563113546","","2000","2020-08-14 17:29:23","2020-08-14 22:32:40","2020-08-14 17:29:23","1021-1049",NA,"6","21",NA,"","",NA,NA,NA,NA,"","","","",NA,NA,NA,"DOI.org (Crossref)","","","<p>1 phylogenetic paper</p>","",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals","<p>1 phylogenetic paper</p>"
"3K8VRKMV","journalArticle",2017,"Ferrarini, Alessandro; Alatalo, Juha M.; Gustin, Marco","Climate change will seriously impact bird species dwelling above the treeline: A prospective study for the Italian Alps","Science of The Total Environment","","00489697","10.1016/j.scitotenv.2017.03.027","https://linkinghub.elsevier.com/retrieve/pii/S0048969717305338","","2017-07","2020-08-14 17:28:31","2020-08-14 17:28:31","2020-08-14 17:28:31","686-694",NA,"","590-591",NA,"Science of The Total Environment","Climate change will seriously impact bird species dwelling above the treeline",NA,NA,NA,NA,"","","en","",NA,NA,NA,"DOI.org (Crossref)","","","<p>1 no genetics</p>","",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals","<p>1 no genetics</p>"
"FX4BRJSA","journalArticle",2018,"Sirois-Delisle, Catherine; Kerr, Jeremy T.","Climate change-driven range losses among bumblebee species are poised to accelerate","Scientific Reports","","2045-2322","10.1038/s41598-018-32665-y","http://www.nature.com/articles/s41598-018-32665-y","","2018-12","2020-08-14 17:30:27","2020-08-14 17:30:27","2020-08-14 17:30:27","14464",NA,"1","8",NA,"Sci Rep","",NA,NA,NA,NA,"","","en","",NA,NA,NA,"DOI.org (Crossref)","","","<p>1 - no genetics ts</p>","C:\Users\trase\Zotero\storage\3YDSF3X9\Sirois-Delisle and Kerr - 2018 - Climate change-driven range losses among bumblebee.pdf",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals","<p>1 - no genetics ts</p>"
"AEFPYH22","journalArticle",2019,"Saremi, Nedda F.; Supple, Megan A.; Byrne, Ashley; Cahill, James A.; Coutinho, Luiz Lehmann; Dalén, Love; Figueiró, Henrique V.; Johnson, Warren E.; Milne, Heather J.; O’Brien, Stephen J.; O’Connell, Brendan; Onorato, David P.; Riley, Seth P. D.; Sikich, Jeff A.; Stahler, Daniel R.; Villela, Priscilla Marqui Schmidt; Vollmers, Christopher; Wayne, Robert K.; Eizirik, Eduardo; Corbett-Detig, Russell B.; Green, Richard E.; Wilmers, Christopher C.; Shapiro, Beth","Puma genomes from North and South America provide insights into the genomic consequences of inbreeding","Nature Communications","","2041-1723","10.1038/s41467-019-12741-1","http://www.nature.com/articles/s41467-019-12741-1","","2019-12","2020-08-14 17:30:21","2020-08-14 17:30:21","2020-08-14 17:30:21","4769",NA,"1","10",NA,"Nat Commun","",NA,NA,NA,NA,"","","en","",NA,NA,NA,"DOI.org (Crossref)","","","<p>2 - AM not done, but authors created models to predict translocation... take home is that multiple AM events likely needed TS</p>","C:\Users\trase\Zotero\storage\VKJP9BGV\Saremi et al. - 2019 - Puma genomes from North and South America provide .pdf",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals","<p>2 - AM not done, but authors created models to predict translocation... take home is that multiple AM events likely needed TS</p>"
"BTWZVYR8","journalArticle",2000,"Sherwin, William B.; Timms, Peter; Wilcken, Jonathan; Houlden, Bronwyn","Analysis and Conservation Implications of Koala Genetics","Conservation Biology","","08888892","10.1046/j.1523-1739.2000.99384.x","http://doi.wiley.com/10.1046/j.1523-1739.2000.99384.x","","2000-06","2020-08-14 17:30:37","2020-08-14 17:30:37","2020-08-14 17:30:37","639-649",NA,"3","14",NA,"Conservation Biology","",NA,NA,NA,NA,"","","en","",NA,NA,NA,"DOI.org (Crossref)","","","<p>1 -  species specific review paper which discusses translocation recs ts</p>","",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals","<p>1 -  species specific review paper which discusses translocation recs ts</p>"
"9ETYPPRJ","journalArticle",2019,"Short, Jeff; Copley, Peter; Ruykys, Laura; Morris, Keith; Read, John; Moseby, Katherine","Review of translocations of the greater stick-nest rat (Leporillus conditor): lessons learnt to facilitate ongoing recovery","Wildlife Research","","1035-3712","10.1071/WR19021","http://www.publish.csiro.au/?paper=WR19021","Abstract Greater stick-nest rats were widely distributed across southern Australia in pre-European times, but only survived as a single population on the Franklin Islands in South Australia. Conservation efforts since 1983 have included survey of the remaining population, establishment of a captive colony and subsequent translocations to both island and mainland sites. Translocations have met with mixed success, with four of 10 (three islands and one mainland site) successful and extant for 19–28 years, five unsuccessful (one island and four mainland sites) and one as yet indeterminate. Overall, the increase in number of populations, area of occupancy and extent of occurrence has been positive, and has resulted in a down-listing of conservation status. There are numerous plausible explanations for the lack of success at some sites, but few data to differentiate among them. These plausible explanations include: the release of stick-nest rats to habitats of poor quality; high levels of predation (perhaps hyperpredation) by native predators (chiefly monitors and predatory birds) in combination, at some sites, with predation by feral cats or foxes; and ineffective release protocols. Most extant populations have undergone substantial fluctuations over time, and some show apparent long-term declines in abundance, likely increasing their probability of local extinction over time. There is a need for regular ongoing monitoring – of stick-nest rats themselves, their habitat and their suite of potential predators – to aid interpretation of outcomes. A more experimental approach to future releases is required to adjudicate among competing explanations for such declines.","2019","2020-08-14 17:30:54","2020-08-14 17:30:54","2020-08-14 17:30:54","455",NA,"6","46",NA,"Wildl. Res.","Review of translocations of the greater stick-nest rat (Leporillus conditor)",NA,NA,NA,NA,"","","en","",NA,NA,NA,"DOI.org (Crossref)","","","<p>1 -  species specific review paper which discusses translocation recs ts</p>","",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals","<p>1 -  species specific review paper which discusses translocation recs ts</p>"
"XKNNDQSQ","journalArticle",2017,"Kasperbauer, T. J.","Should We Bring Back the Passenger Pigeon? The Ethics of De-Extinction","Ethics, Policy & Environment","","2155-0085, 2155-0093","10.1080/21550085.2017.1291831","https://www.tandfonline.com/doi/full/10.1080/21550085.2017.1291831","","2017-01-02","2020-08-14 17:34:52","2020-08-18 03:38:40","2020-08-14 17:34:52","1-14",NA,"1","20",NA,"Ethics, Policy & Environment","Should We Bring Back the Passenger Pigeon?",NA,NA,NA,NA,"","","en","",NA,NA,NA,"DOI.org (Crossref)","","","<p>1 de-extinction paper</p>","",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals","<p>1 de-extinction paper</p>"
"QW9IRL3N","journalArticle",2020,"Mueller, Emmi A.; Wisnoski, Nathan I.; Peralta, Ariane L.; Lennon, Jay T.","Microbial rescue effects: How microbiomes can save hosts from extinction","Functional Ecology","","0269-8463, 1365-2435","10.1111/1365-2435.13493","https://onlinelibrary.wiley.com/doi/abs/10.1111/1365-2435.13493","","2020-01-21","2020-08-14 17:38:19","2020-08-14 17:38:19","2020-08-14 17:38:19","1365-2435.13493",NA,"","",NA,"Funct Ecol","Microbial rescue effects",NA,NA,NA,NA,"","","en","",NA,NA,NA,"DOI.org (Crossref)","","","<p>1 - not relevant ts</p>","C:\Users\trase\Zotero\storage\C84IN8XL\Mueller et al. - 2020 - Microbial rescue effects How microbiomes can save.pdf",NA,NA,"","Bennett, Alison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals","<p>1 - not relevant ts</p>"
