"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"6D3WFLPR","journalArticle","2018","Stone, Adrian C.; Gehring, Catherine A.; Cobb, Neil S.; Whitham, Thomas G.","Genetic-Based Susceptibility of a Foundation Tree to Herbivory Interacts With Climate to Influence Arthropod Community Composition, Diversity, and Resilience","Frontiers in Plant Science","","1664-462X","10.3389/fpls.2018.01831","https://www.frontiersin.org/article/10.3389/fpls.2018.01831/full","","2018-12-11","2020-08-14 18:26:56","2020-08-14 18:26:56","2020-08-14 18:26:56","1831","","","9","","Front. Plant Sci.","","","","","","","","","","","","","DOI.org (Crossref)","","","<p>2</p> <p>&nbsp;</p>","C:\Users\trase\Zotero\storage\A872RX8M\Stone et al. - 2018 - Genetic-Based Susceptibility of a Foundation Tree .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3AW6E4V9","journalArticle","2018","Otis Prud'homme, Guillaume; Lamhamedi, Mohammed S.; Benomar, Lahcen; Rainville, André; DeBlois, Josianne; Bousquet, Jean; Beaulieu, Jean","Ecophysiology and Growth of White Spruce Seedlings from Various Seed Sources along a Climatic Gradient Support the Need for Assisted Migration","Frontiers in Plant Science","","1664-462X","10.3389/fpls.2017.02214","http://journal.frontiersin.org/article/10.3389/fpls.2017.02214/full","","2018-01-08","2020-08-14 18:26:52","2020-08-14 18:26:52","2020-08-14 18:26:52","2214","","","8","","Front. Plant Sci.","","","","","","","","","","","","","DOI.org (Crossref)","","","<p>3b</p> <p> </p>","C:\Users\trase\Zotero\storage\NKJH6FBZ\Otis Prud'homme et al. - 2018 - Ecophysiology and Growth of White Spruce Seedlings.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RVJL8NTI","journalArticle","2016","Benomar, Lahcen; Lamhamedi, Mohammed S.; Rainville, André; Beaulieu, Jean; Bousquet, Jean; Margolis, Hank A.","Genetic Adaptation vs. Ecophysiological Plasticity of Photosynthetic-Related Traits in Young Picea glauca Trees along a Regional Climatic Gradient","Frontiers in Plant Science","","1664-462X","10.3389/fpls.2016.00048","http://journal.frontiersin.org/Article/10.3389/fpls.2016.00048/abstract","","2016-02-03","2020-08-14 18:26:46","2020-08-14 18:26:46","2020-08-14 18:26:46","","","","7","","Front. Plant Sci.","","","","","","","","","","","","","DOI.org (Crossref)","","","<p>3b</p> <p> </p>","C:\Users\trase\Zotero\storage\ZNWP622Q\Benomar et al. - 2016 - Genetic Adaptation vs. Ecophysiological Plasticity.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X84ZXTYJ","journalArticle","2020","Lstibůrek, Milan; Schueler, Silvio; El-Kassaby, Yousry A.; Hodge, Gary R.; Stejskal, Jan; Korecký, Jičí; Škorpík, Petr; Konrad, Heino; Geburek, Thomas","In Situ Genetic Evaluation of European Larch Across Climatic Regions Using Marker-Based Pedigree Reconstruction","Frontiers in Genetics","","1664-8021","10.3389/fgene.2020.00028","https://www.frontiersin.org/article/10.3389/fgene.2020.00028/full","","2020-02-13","2020-08-14 18:26:22","2020-08-14 18:26:22","2020-08-14 18:26:22","28","","","11","","Front. Genet.","","","","","","","","","","","","","DOI.org (Crossref)","","","<p>3a</p> <p> </p>","C:\Users\trase\Zotero\storage\B3J84GKB\Lstibůrek et al. - 2020 - In Situ Genetic Evaluation of European Larch Acros.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4MVA6ZX8","journalArticle","2015","Havens, Kayri; Vitt, Pati; Still, Shannon; Kramer, Andrea T.; Fant, Jeremie B.; Schatz, Katherine","Seed Sourcing for Restoration in an Era of Climate Change","Natural Areas Journal","","0885-8608, 2162-4399","10.3375/043.035.0116","http://www.bioone.org/doi/abs/10.3375/043.035.0116","","2015-01","2020-08-14 18:26:02","2020-08-18 03:38:40","2020-08-14 18:26:02","122-133","","1","35","","Natural Areas Journal","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>5 - review, probably 1 but they do mention that genetic diversity is important but don't suggest how to assess it.</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KVTLZX52","journalArticle","2016","Schirone, B; Radoglou, K; Vessella, F","Conservation and restoration strategies to preserve the variability of cork oak Quercus suber—a Mediterranean forest species—under global warming","Climate Research","","0936-577X, 1616-1572","10.3354/cr01440","http://www.int-res.com/abstracts/cr/v71/n2/p171-185/","","2016-12-28","2020-08-14 18:25:52","2020-08-14 18:25:52","2020-08-14 18:25:52","171-185","","2","71","","Clim. Res.","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1</p> <p> </p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A54RTJAR","journalArticle","2015","Spathelf, Peter; Bolte, Andreas; Maaten, Ernst C. D. van der","Is Close-to-Nature Silviculture (CNS) an adequate concept to adapt forests to climate change?n Waldbehandlungskonzepts ""Neue Multifunktionalität""","Landbauforschung - applied agricultural and forestry research","","","10.3220/LBF1452526188000","http://doi.org/10.3220/LBF1452526188000","","2015","2020-08-14 18:25:39","2020-08-14 18:25:39","2020-08-14 18:25:39","161-170","","3-4/2015","","","","Is Close-to-Nature Silviculture (CNS) an adequate concept to adapt forests to climate change?","","","","","","","","","","","","DOI.org (CSL JSON)","","","<p>5</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NGPKNZ92","journalArticle","2014","Corona-Mora, Adriana; Sánchez-Vargas, Nahúm M.; Lindig-Cisneros, Roberto","Evaluación de dos especies de selva seca en gradientes ambientales en Michoacán, México","Madera y Bosques","","2448-7597, 1405-0471","10.21829/myb.2014.202163","http://myb.ojs.inecol.mx/myb3/index.php/myb/article/view/163","Los cambios generados por el ser humano en el clima, tanto a nivel regional como local, alteran las condiciones en las cuales las plantas pueden establecerse. Para el manejo de ecosistemas es necesario cuantificar los efectos de estos cambios para planear estrategias de establecimiento de poblaciones viables. Se evaluó la supervivencia y crecimiento de familias de Albizia plurijuga y Ceiba aesculifolia en un gradiente altitudinal y en dos laderas en la ciudad de Morelia, Michoacán, que sufre el efecto de isla urbana de calor. La supervivencia de A. plurijuga varió de forma significativa en función de la altitud sobre el nivel del mar, siendo menor a menor altitud (34% a 2050 msnm), y la altura de las plantas también fue diferente en cuanto a la altitud. Para Ceiba aesculifolia no hubo diferencias significativas al finalizar el experimento en cuanto a supervivencia a diferentes altitudes, pero sí entre laderas (noroeste 55%, sur 27%). La variable de crecimiento que mostró diferencias significativas fue el diámetro del tallo tanto entre laderas (NO = 0,7 cm; S = 0,5 cm) como a diferentes altitudes. Los resultados sugieren que se debe considerar el origen de las procedencias de especies arbóreas cuando se desea establecer plantaciones de restauración en sitios en donde las condiciones climáticas han sido alteradas como es el caso de áreas afectadas por el fenómeno de isla urbana de calor o por los efectos esperados por el cambio climático, lo que en zonas montañosas implicaría una transferencia altitudinal hacia arriba.","2014-08-31","2020-08-14 18:25:04","2020-08-18 03:38:39","2020-08-14 18:25:04","49-58","","2","20","","MYB","","","","","","","","","","","","","DOI.org (Crossref)","","","<p>3b</p> <p> </p>","C:\Users\trase\Zotero\storage\EK3WMS2B\Corona-Mora et al. - 2014 - Evaluación de dos especies de selva seca en gradie.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RFT92S5I","journalArticle","2015","Castellanos-Acuña, D.; Lindig-Cisneros, R.; Sáenz-Romero, C.","Altitudinal assisted migration of Mexican pines as an adaptation to climate change","Ecosphere","","2150-8925","10.1890/ES14-00375.1","http://doi.wiley.com/10.1890/ES14-00375.1","","2015-01","2020-08-14 18:24:52","2020-08-18 03:38:39","2020-08-14 18:24:52","art2","","1","6","","Ecosphere","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>4b</p> <p> </p>","C:\Users\trase\Zotero\storage\2KGST57N\Castellanos-Acuña et al. - 2015 - Altitudinal assisted migration of Mexican pines as.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4U3FPR3J","journalArticle","2012","Kranabetter, J. M.; Stoehr, M. U.; O'Neill, G. A.","Divergence in ectomycorrhizal communities with foreign Douglas-fir populations and implications for assisted migration","Ecological Applications","","1051-0761","10.1890/11-1514.1","http://doi.wiley.com/10.1890/11-1514.1","","2012-03","2020-08-14 18:24:34","2020-08-18 03:38:40","2020-08-14 18:24:34","550-560","","2","22","","Ecological Applications","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>2</p> <p>&nbsp;</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MS8TCHML","journalArticle","2012","McLane, Sierra C.; Aitken, Sally N.","Whitebark pine ( <i>Pinus albicaulis</i> ) assisted migration potential: testing establishment north of the species range","Ecological Applications","","1051-0761","10.1890/11-0329.1","http://doi.wiley.com/10.1890/11-0329.1","","2012-01","2020-08-14 18:24:32","2020-08-14 18:24:32","2020-08-14 18:24:32","142-153","","1","22","","Ecological Applications","Whitebark pine ( <i>Pinus albicaulis</i> ) assisted migration potential","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p>","C:\Users\trase\Zotero\storage\Z6EK77GS\McLane and Aitken - 2012 - Whitebark pine ( Pinus albicaulis ) assiste.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G7JJ3FYL","journalArticle","2010","Wang, Tongli; O'Neill, Gregory A.; Aitken, Sally N.","Integrating environmental and genetic effects to predict responses of tree populations to climate","Ecological Applications","","1051-0761","10.1890/08-2257.1","http://doi.wiley.com/10.1890/08-2257.1","","2010-01","2020-08-14 18:24:24","2020-08-14 18:24:24","2020-08-14 18:24:24","153-163","","1","20","","Ecological Applications","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JYF3F79R","journalArticle","2008","Van der Veken, Sebastiaan; Hermy, Martin; Vellend, Mark; Knapen, Anne; Verheyen, Kris","Garden plants get a head start on climate change","Frontiers in Ecology and the Environment","","1540-9295","10.1890/070063","http://doi.wiley.com/10.1890/070063","","2008-05","2020-08-14 18:24:22","2020-08-14 18:24:22","2020-08-14 18:24:22","212-216","","4","6","","Frontiers in Ecology and the Environment","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>5</p> <p>&nbsp;</p>","C:\Users\trase\Zotero\storage\NCMCVYHW\Van der Veken et al. - 2008 - Garden plants get a head start on climate change.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3P272PXT","journalArticle","2019","Shahin, Hala; Correia, António Henrique; Orazio, Christophe; Branco, Manuela; Almeida, Maria Helena","Monitoring two REINFFORCE Network Arboreta: first result on site, climate and genetic interaction showing impact on phenology and biotic damages","Scientia Forestalis","","2318-1222, 1413-9324","10.18671/scifor.v47n123.17","http://www.ipef.br/publicacoes/scientia/leitura.asp?Article=17&Number=123","","2019-09-30","2020-08-14 18:24:11","2020-08-14 18:24:11","2020-08-14 18:24:11","","","123","47","","Sci. For.","Monitoring two REINFFORCE Network Arboreta","","","","","","","","","","","","DOI.org (Crossref)","","","<p>3b</p> <p> </p>","C:\Users\trase\Zotero\storage\BSCVIQ5Y\Shahin et al. - 2019 - Monitoring two REINFFORCE Network Arboreta first .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YJFHABHM","journalArticle","2019","Sáenz-Romero, Cuauhtémoc; Kremer, Antoine; Nagy, László; Újvári-Jármay, Éva; Ducousso, Alexis; Kóczán-Horváth, Anikó; Hansen, Jon Kehlet; Mátyás, Csaba","Common garden comparisons confirm inherited differences in sensitivity to climate change between forest tree species","PeerJ","","2167-8359","10.7717/peerj.6213","https://peerj.com/articles/6213","The natural distribution, habitat, growth and evolutionary history of tree species are strongly dependent on ecological and genetic processes in ecosystems subject to fluctuating climatic conditions, but there have been few experimental comparisons of sensitivity between species. We compared the responses of two broadleaved tree species (               Fagus sylvatica               and               Quercus petraea               ) and two conifer tree species (               Pinus sylvestris               and               Picea abies               ) to climatic transfers by fitting models containing the same climatic variables. We used published data from European provenance test networks to model the responses of individual populations nested within species. A mixed model approach was applied to develop a response function for tree height over climatic transfer distance, taking into account the climatic conditions at both the seed source and the test location. The two broadleaved species had flat climatic response curves, indicating high levels of plasticity in populations, facilitating adaptation to a broader range of environments, and conferring a high potential for resilience in the face of climatic change. By contrast, the two conifer species had response curves with more pronounced slopes, indicating a lower resilience to climate change. This finding may reflect stronger genetic clines in               P. sylvestris               and               P. abies,               which constrain their climate responses to narrower climatic ranges. The response functions had maxima that deviated from the expected maximum productivity in the climate of provenance towards cooler/moister climate conditions, which we interpreted as an adaptation lag. Unilateral, linear regression analyses following transfer to warmer and drier sites confirmed a decline in productivity, predictive of the likely impact of ongoing climate change on forest populations. The responses to mimicked climate change evaluated here are of considerable interest for forestry and ecology, supporting projections of expected performance based on “real-time” field data.","2019-01-15","2020-08-14 18:33:09","2020-08-14 18:33:09","2020-08-14 18:33:09","e6213","","","7","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p> <p>&nbsp;</p>","C:\Users\trase\Zotero\storage\6443Q5BL\Sáenz-Romero et al. - 2019 - Common garden comparisons confirm inherited differ.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TL7GAR76","journalArticle","2017","Dominguez-Guerrero, Iliana Karina; del Rocío Mariscal-Lucero, Samantha; Hernández-Díaz, José Ciro; Heinze, Berthold; Prieto-Ruiz, José Ángel; Wehenkel, Christian","Discrimination of <i>Picea chihuahuana</i> Martinez populations on the basis of climatic, edaphic, dendrometric, genetic and population traits","PeerJ","","2167-8359","10.7717/peerj.3452","https://peerj.com/articles/3452","Background                                Picea chihuahuana                 , which is endemic to Mexico, is currently listed as “Endangered” on the Red List. Chihuahua spruce is only found in the Sierra Madre Occidental (SMO), Mexico. About 42,600 individuals are distributed in forty populations. These populations are fragmented and can be classified into three geographically distinct clusters in the SMO. The total area covered by                 P. chihuahuana                 populations is less than 300 ha. A recent study suggested assisted migration as an alternative to the                 ex situ                 conservation of                 P. chihuahuana                 , taking into consideration the genetic structure and diversity of the populations and the predictions regarding the future climate of the habitat. However, detailed background information is required to enable development of plans for protecting and conserving species and for successful assisted migration. Thus, it is important to identify differences between populations in relation to environmental conditions. The genetic diversity of populations, which affect vigor, evolution and adaptability of the species, must also be considered. In this study, we examined 14 populations of                 P                 .                 chihuahuana                 , with the overall aim of discriminating the populations and form clusters of this species.                                                        Methods                                Each population was represented by one 50 × 50 m plot established in the center of its respective location. Climate, soil, dasometric, density variables and genetic and species diversities were assessed in these plots for further analyses. The putatively neutral and adaptive AFLP markers were used to calculate genetic diversity. Affinity Propagation (AP) clustering technique and                 k                 -means clustering algorithm were used to classify the populations in the optimal number of clusters. Later stepwise binomial logistic regression was applied to test for significant differences in variables of the southern and northern                 P. chihuahuana                 populations. Spearman’s correlation test was used to analyze the relationships among all variables studied.                                                        Results                                The binomial logistic regression analysis revealed that seven climate variables, the geographical longitude and sand proportion in the soil separated the southern from northern populations. The northern populations grow in more arid and continental conditions and on soils with lower sand proportion. The mean genetic diversity using all AFLP studied of                 P. chihuahuana                 was significantly correlated with the mean temperature in the warmest month, where warmer temperatures are associated to larger genetic diversity. Genetic diversity of                 P. chihuahuana                 calculated with putatively adaptive AFLP was not statistically significantly correlated with any environmental factor.                                                        Discussion                                Future reforestation programs should take into account that at least two different groups (the northern and southern cluster) of                 P. chihuahuana                 exist, as local adaptation takes place because of different environmental conditions.","2017-06-12","2020-08-14 18:33:04","2020-08-14 18:33:04","2020-08-14 18:33:04","e3452","","","5","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3a</p> <p> </p>","C:\Users\trase\Zotero\storage\SSWRGRSB\Dominguez-Guerrero et al. - 2017 - Discrimination of Picea chihuahuana Martine.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2NX36ZSU","bookSection","2016","Williams, Mary I.; Dumroese, Kasten","Planning the Future’s Forests with Assisted Migration","Forest Conservation in the Anthropocene: Science, Policy, and Practice","978-1-60732-459-1","","","http://upcolorado.com/university-press-of-colorado/item/2919-forest-conservation-in-the-anthropocene","","2016","2020-08-14 18:32:58","2020-08-14 18:32:58","2020-08-14 18:32:58","113-123","","","","","","","","","","","University Press of Colorado","","","","","","","DOI.org (Crossref)","","DOI: 10.5876/9781607324591.c008","<p>wrong file attached, but this should be a 5.</p>","C:\Users\trase\Zotero\storage\XYL959UA\Williams and Dumroese - 2016 - Planning the Future’s Forests with Assisted Migrat.pdf","","","","Sample, V. Alaric; Bixler, R. Patrick; Miller, Char","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HHFHI25T","journalArticle","2013","Fettig, Christopher J.; Reid, Mary L.; Bentz, Barbara J.; Sevanto, Sanna; Spittlehouse, David L.; Wang, Tongli","Changing Climates, Changing Forests: A Western North American Perspective","Journal of Forestry","","00221201","10.5849/jof.12-085","https://academic.oup.com/jof/article/111/3/214-228/4599570","","2013-05-04","2020-08-14 18:32:47","2020-08-14 18:32:47","2020-08-14 18:32:47","214-228","","3","111","","Journal of Forestry","Changing Climates, Changing Forests","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>5</p> <p>&nbsp;</p>","C:\Users\trase\Zotero\storage\RNX9R5LJ\Fettig et al. - 2013 - Changing Climates, Changing Forests A Western Nor.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7TSACB68","bookSection","2013","Kapeller, Stefan; Schuler, Silvio; Huber, Gerhard; Boi, Gregor; Wohlgemuth, Tom; Klumpp, Raphael","Provenance Trials in Alpine Range – Review and Perspectives for Applications in Climate Change","Management Strategies to Adapt Alpine Space Forests to Climate Change Risks","978-953-51-1194-8","","","http://www.intechopen.com/books/management-strategies-to-adapt-alpine-space-forests-to-climate-change-risks/provenance-trials-in-alpine-range-review-and-perspectives-for-applications-in-climate-change","","2013-08-28","2020-08-14 18:32:35","2020-08-18 03:38:40","2020-08-14 18:32:35","","","","","","","","","","","","InTech","","en","","","","","DOI.org (Crossref)","","DOI: 10.5772/56283","<p>5</p> <p> </p>","C:\Users\trase\Zotero\storage\5PU6CH6R\Kapeller et al. - 2013 - Provenance Trials in Alpine Range – Review and Per.pdf","","","","Cerbu, Gillian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DLKGSRX9","journalArticle","2011","Winder, Richard; Nelson, Elizabeth; Beardmore, Tannis","Ecological implications for assisted migration in Canadian forests","The Forestry Chronicle","","0015-7546, 1499-9315","10.5558/tfc2011-090","http://pubs.cif-ifc.org/doi/10.5558/tfc2011-090","Forest ecosystems are already being impacted by climate change as natural migration rates are outpaced by rapidly changing climate conditions. Human-assisted migration has been proposed as a potential management option to maintain optimal health and productivity of Canada's forests; however, a better understanding of the ecological implications is needed to inform decision-making on assisted migration (AM). This paper examines the ecological constraints and consequences of AM, and discusses options for their mitigation at three scales: translocation over long distances (assisted long-distance migration), translocation just beyond the range limit (assisted range expansion), and translocation of genotypes within the existing range (assisted population migration). From an ecological perspective, we find that AM is a feasible management option for tree species and that constraints and consequences can be minimized through careful application of available knowledge and tools.","2011-12","2020-08-14 18:32:21","2020-08-14 18:32:21","2020-08-14 18:32:21","731-744","","06","87","","The Forestry Chronicle","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>5</p> <p>&nbsp;</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WAANHQ6T","journalArticle","2013","Grady, Kevin C.; Laughlin, Daniel C.; Ferrier, Sharon M.; Kolb, Thomas E.; Hart, Stephen C.; Allan, Gerard J.; Whitham, Thomas G.","Conservative leaf economic traits correlate with fast growth of genotypes of a foundation riparian species near the thermal maximum extent of its geographic range","Functional Ecology","","0269-8463, 1365-2435","10.1111/1365-2435.12060","https://onlinelibrary.wiley.com/doi/abs/10.1111/1365-2435.12060","","2013-04","2020-08-19 01:22:28","2020-08-19 01:23:41","2020-08-19 01:22:28","428-438","","2","27","","Funct Ecol","","","","","","","","en","","","","","DOI.org (Crossref)","","00064","<p>3b</p> <p> </p>","","","","","Knapp, Alan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D3V5GMQP","journalArticle","2011","Grady, Kevin C.; Ferrier, Sharon M.; Kolb, Thomas E.; Hart, Stephen C.; Allan, Gerard J.; Whitham, Thomas G.","Genetic variation in productivity of foundation riparian species at the edge of their distribution: implications for restoration and assisted migration in a warming climate","Global Change Biology","","13541013","10.1111/j.1365-2486.2011.02524.x","http://doi.wiley.com/10.1111/j.1365-2486.2011.02524.x","","2011-12","2020-08-19 01:22:27","2020-08-19 01:23:42","2020-08-19 01:22:27","3724-3735","","12","17","","Glob. Change Biol.","Genetic variation in productivity of foundation riparian species at the edge of their distribution","","","","","","","en","","","","","DOI.org (Crossref)","","00070","<p>3b</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"829BNFF5","journalArticle","2020","Gómez-Ruiz, Pilar Angélica; Sáenz-Romero, Cuauhtémoc; Lindig-Cisneros, Roberto","Early performance of two tropical dry forest species after assisted migration to pine–oak forests at different altitudes: strategic response to climate change","Journal of Forestry Research","","1007-662X, 1993-0607","10.1007/s11676-019-00973-2","http://link.springer.com/10.1007/s11676-019-00973-2","","2020-08","2020-08-19 01:22:22","2020-08-19 01:24:05","2020-08-19 01:22:22","1215-1223","","4","31","","J. For. Res.","Early performance of two tropical dry forest species after assisted migration to pine–oak forests at different altitudes","","","","","","","en","","","","","DOI.org (Crossref)","","00000","<p>4b</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A5Z6CQIX","journalArticle","2016","George, Jan-Peter; Grabner, Michael; Karanitsch-Ackerl, Sandra; Mayer, Konrad; Weißenbacher, Lambert; Schueler, Silvio","Genetic variation, phenotypic stability, and repeatability of drought response in European larch throughout 50 years in a common garden experiment","Tree Physiology","","0829-318X, 1758-4469","10.1093/treephys/tpw085","https://academic.oup.com/treephys/article-lookup/doi/10.1093/treephys/tpw085","","2016-09-26","2020-08-19 01:22:10","2020-08-19 01:24:53","2020-08-19 01:22:10","treephys;tpw085v1","","","","","Tree Physiol","","","","","","","","en","","","","","DOI.org (Crossref)","","00019","<p>3b</p> <p> </p>","C:\Users\trase\Zotero\storage\A849PIXZ\George et al. - 2016 - Genetic variation, phenotypic stability, and repea.pdf","","","","Mäkelä, Annikki","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FX2CM5QD","journalArticle","2019","Cooper, Hillary F.; Grady, Kevin C.; Cowan, Jacob A.; Best, Rebecca J.; Allan, Gerard J.; Whitham, Thomas G.","Genotypic variation in phenological plasticity: Reciprocal common gardens reveal adaptive responses to warmer springs but not to fall frost","Global Change Biology","","1354-1013, 1365-2486","10.1111/gcb.14494","https://onlinelibrary.wiley.com/doi/abs/10.1111/gcb.14494","","2019-01","2020-08-19 01:21:50","2020-08-19 01:25:23","2020-08-19 01:21:50","187-200","","1","25","","Glob Change Biol","Genotypic variation in phenological plasticity","","","","","","","en","","","","","DOI.org (Crossref)","","00017","<p>3b</p> <p> </p>","C:\Users\trase\Zotero\storage\SNDZ65QS\Cooper et al. - 2019 - Genotypic variation in phenological plasticity Re.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HSNIWIPC","journalArticle","2019","Conroy, Gabriel C.; Shimizu-Kimura, Yoko; Lamont, Robert W.; Ogbourne, Steven M.","A multidisciplinary approach to inform assisted migration of the restricted rainforest tree, Fontainea rostrata","PLOS ONE","","1932-6203","10.1371/journal.pone.0210560","https://dx.plos.org/10.1371/journal.pone.0210560","","2019-01-25","2020-08-19 01:21:45","2020-08-19 01:25:23","2020-08-19 01:21:45","e0210560","","1","14","","PLoS ONE","","","","","","","","en","","","","","DOI.org (Crossref)","","00002","<p>3a</p> <p> </p>","C:\Users\trase\Zotero\storage\885PP3KT\Conroy et al. - 2019 - A multidisciplinary approach to inform assisted mi.pdf","","","","Alia, Ricardo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ICEXZP99","journalArticle","2016","Christmas, Matthew J.; Breed, Martin F.; Lowe, Andrew J.","Constraints to and conservation implications for climate change adaptation in plants","Conservation Genetics","","1566-0621, 1572-9737","10.1007/s10592-015-0782-5","http://link.springer.com/10.1007/s10592-015-0782-5","","2016-04","2020-08-19 01:21:32","2020-08-19 01:21:32","2020-08-19 01:21:32","305-320","","2","17","","Conserv Genet","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>5</p>","C:\Users\trase\Zotero\storage\CETK5XJY\Christmas et al. - 2016 - Constraints to and conservation implications for c.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4NICC4BK","journalArticle","2018","Breed, Martin F; Harrison, Peter A; Bischoff, Armin; Durruty, Paula; Gellie, Nick J C; Gonzales, Emily K; Havens, Kayri; Karmann, Marion; Kilkenny, Francis F; Krauss, Siegfried L; Lowe, Andrew J; Marques, Pedro; Nevill, Paul G; Vitt, Pati L; Bucharova, Anna","Priority Actions to Improve Provenance Decision-Making","BioScience","","0006-3568, 1525-3244","10.1093/biosci/biy050","https://academic.oup.com/bioscience/article/68/7/510/5034096","","2018-07-01","2020-08-19 01:20:59","2020-08-19 01:25:26","2020-08-19 01:20:59","510-516","","7","68","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>5 - approach paper assuming it show be in 5 since it is not empiricial.</p> <p> </p>","C:\Users\trase\Zotero\storage\BSEPHEDP\Breed et al. - 2018 - Priority Actions to Improve Provenance Decision-Ma.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
